intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes
2670000,0.000295969,0.223642173,0.000232785,0.000232785,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_019637375.1 Deltaproteobacteria bacterium, ASM1963737v1",6394d7ed29163220b2af11a1397a5190,0.284345048,2100000,50,8872180000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.679147553,0.941873658,0.810510606,0.941873658,FALSE,,14902,902120
3180000,0.000352503,0.155505952,0.000231676,0.000231676,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_014873145.1 Nonomuraea angiospora strain=DSM 43173, ASM1487314v1",d90dc60ea0f2b1b7dc52ee269761de46,0.236607143,2090000,51,8870090000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.68482433,0.933666556,0.809245443,0.933666556,FALSE,,15111,902120
2280000,0.000252738,0.43697479,0.000230568,0.000230568,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_003205835.1 Stenotrophomonas maltophilia strain=SJTL3, ASM320583v1",98936ebe1ca2f136ae35248914988ba9,0.478991597,2080000,52,8868010000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.674060063,0.965556115,0.819808089,0.965556115,FALSE,,15319,902120
2390000,0.000264931,0.416833667,0.000230568,0.000230568,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_016907475.1 Nocardioides cavernae strain=DSM 29950, ASM1690747v1",61e0bb37df92b0eb270d8f12dc84e8dc,0.478957916,2080000,53,8865930000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.675574157,0.965552882,0.82056352,0.965552882,FALSE,,15527,902120
2070000,0.000229459,0.669902913,0.000229459,0.000229459,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_001544135.1 Geobacillus zalihae NBRC 101842 strain=NBRC 101842, ASM154413v1",0940dea35b33bc6cd82784cf482b2f5e,0.669902913,2070000,54,8863860000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.67096565,0.981103558,0.826034604,0.981103558,FALSE,,15734,902120
2590000,0.000287101,0.1918443,0.000229459,0.000229459,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_013364075.1 Amycolatopsis sp. Hca4 strain=Hca4, ASM1336407v1",e892d9a8d7b6050f557df709c3c701a1,0.240037071,2070000,55,8861790000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.678164453,0.934306658,0.806235555,0.934306658,FALSE,,15941,902120
2060000,0.000228351,0.949308756,0.000228351,0.000228351,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_000193635.1 Weissella cibaria KACC 11862 strain=KACC 11862, ASM19363v1",f5f6af3106248fdde51aed3fd0a87278,0.949308756,2060000,56,8859730000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.670810943,0.997525866,0.834168405,0.997525866,FALSE,,16147,902120
2520000,0.000279342,0.206030151,0.000227242,0.000227242,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_002262885.1 Pseudonocardia sp. MH-G8 strain=MH-G8, ASM226288v1",6f0a39439f14ad8e153da66b564f6b89,0.253266332,2050000,57,8857680000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.67728022,0.936696563,0.806988391,0.936696563,FALSE,,16352,902120
2500000,0.000277125,0.176876618,0.000227242,0.000227242,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_002343915.1 Nannocystis exedens strain=DSM 71, ASM234391v1",7f0550fcf695bbe493c874508a225b85,0.215703192,2050000,58,8855630000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.677023283,0.929563119,0.803293201,0.929563119,FALSE,,16557,902120
2410000,0.000267148,0.127672956,0.000225025,0.000225025,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_001931535.1 Minicystis rosea strain=DSM 24000, ASM193153v1",91d641afe604bacaf84a12a296437a92,0.151572327,2030000,59,8853600000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.675842297,0.914075147,0.794958722,0.914075147,FALSE,,16760,902120
2180000,0.000241653,0.234610918,0.000223917,0.000223917,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_019750135.1 Reyranella sp., ASM1975013v1",3ff853a94ed6cc17d710daf42792e00d,0.253193961,2020000,60,8851580000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.672621982,0.936683815,0.804652899,0.936683815,FALSE,,16962,902120
3900000,0.000432315,0.443956044,0.000223917,0.000223917,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_000012825.1 Bacteroides vulgatus ATCC 8482 strain=ATCC 8482, ASM1282v1",2d997eb0a3819403d35348de2bf2afb4,0.857142857,2020000,61,8849560000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.691512467,0.992686367,0.842099417,0.992686367,FALSE,,17164,902120
2010000,0.000222808,0.607250755,0.000222808,0.000222808,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_900447045.1 Clostridium paraputrificum strain=NCTC11833, 52087_F01",b69932a1423e336da0eef977b664a48c,0.607250755,2010000,62,8847550000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.670026513,0.97652686,0.823276687,0.97652686,FALSE,,17365,902120
3630000,0.000402385,0.420168067,0.0002217,0.0002217,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_022803015.1 Arthrobacter humicola strain=53, ASM2280301v1",b7fb234063f6336239ed4b93027d1120,0.762605042,2000000,63,8845550000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.689154031,0.987177441,0.838165736,0.987177441,FALSE,,17565,902120
2580000,0.000285993,0.210137276,0.000220591,0.000220591,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_900188405.1 Streptomyces glauciniger strain=CGMCC 4.1858, IMG-taxon 2671180020 annotated assembly",c77166c980ebea34aecd6afe541e4d91,0.272439282,1990000,64,8843560000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.678039537,0.939957207,0.808998372,0.939957207,FALSE,,17764,902120
3340000,0.000370239,0.300911854,0.000219483,0.000219483,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_000282495.1 Pseudomonas sp. GM79 strain=GM79, GM79.fsa",8e4ba1f65c7eed46e46050e021362c0e,0.507598784,1980000,65,8841580000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.686427048,0.968226957,0.827327003,0.968226957,FALSE,,17962,902120
2220000,0.000246087,0.328903654,0.000219483,0.000219483,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_900200035.1 Klebsiella grimontii strain=06D021, ASM90020003v1",58b7e785d1e6270a3a6cd7ec2160403c,0.368770764,1980000,66,8839600000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.673204607,0.953606837,0.813405722,0.953606837,FALSE,,18160,902120
2550000,0.000282667,0.178181818,0.000217266,0.000217266,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_016862375.1 Actinoplanes rishiriensis strain=NBRC 108556, ASM1686237v1",9a1e9b5cebf2f169df0d36d9a9625e48,0.231818182,1960000,67,8837640000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.677662005,0.932757884,0.805209944,0.932757884,FALSE,,18356,902120
2760000,0.000305946,0.140186916,0.000216157,0.000216157,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_002950945.1 Sorangium cellulosum strain=So ce26, ASM295094v1",3581bf9cffd026e52129a98e3d394eb2,0.198418404,1950000,68,8835690000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.680220554,0.925873217,0.803046886,0.925873217,FALSE,,18551,902120
1980000,0.000219483,0.738636364,0.000216157,0.000216157,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_900099625.1 Lactococcus lactis strain=ATCC 19435, IMG-taxon 2597490350 annotated assembly",3eb0c6873658238be88543b1dff481ee,0.75,1950000,69,8833740000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.669546886,0.98639426,0.827970573,0.98639426,FALSE,,18746,902120
2210000,0.000244978,0.280346821,0.000215049,0.000215049,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_001457475.1 Achromobacter xylosoxidans strain=NCTC10807, NCTC10807",47a293c0a7872c6d7ada24a1763d584e,0.319364162,1940000,70,8831800000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.673059894,0.94709726,0.810078577,0.94709726,FALSE,,18940,902120
2270000,0.000251629,0.195939086,0.00021394,0.00021394,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_014873875.1 Actinopolymorpha pittospori strain=DSM 45354, ASM1487387v1",1e135747d68163ffbc02a9518e068d7a,0.230456853,1930000,71,8829870000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.673918987,0.932496317,0.803207652,0.932496317,FALSE,,19133,902120
2480000,0.000274908,0.147328244,0.00021394,0.00021394,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_015356825.1 Catenulispora rubra strain=DSM 44948, ASM1535682v1",76bda30e21316898e718d71e42958e3b,0.189312977,1930000,72,8827940000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.676764382,0.923804383,0.800284382,0.923804383,FALSE,,19326,902120
2800000,0.00031038,0.169176262,0.000211723,0.000211723,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_016612545.1 Streptomyces sp. MBT65 strain=MBT65, ASM1661254v1",a2dc332e3f8cebaaf7335de32cf39476,0.248007086,1910000,73,8826030000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.680686786,0.935761034,0.80822391,0.935761034,FALSE,,19517,902120
1920000,0.000212832,0.631229236,0.000210615,0.000210615,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_003324185.1 Faecalibacterium prausnitzii strain=ATCC 27768, ASM332418v1",4c17d715b9d9fba0b307c360d6b44eff,0.637873754,1900000,74,8824130000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.668566506,0.978817339,0.823691922,0.978817339,FALSE,,19707,902120
2830000,0.000313705,0.323129252,0.000210615,0.000210615,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_018336155.1 Pseudomonas sp. MBT-4 strain=MBT-4, ASM1833615v1",5849c19258d37d0318b464b02b90cc7c,0.481292517,1900000,75,8822230000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.681032316,0.965776479,0.823404398,0.965776479,FALSE,,19897,902120
1900000,0.000210615,0.345521024,0.000209506,0.000209506,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_900457465.1 Sphingobacterium multivorum strain=NCTC11343, 42552_G01",80fe9abafbc4173c29872ca8a653ab8e,0.347349177,1890000,76,8820340000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.668233219,0.950893169,0.809563194,0.950893169,FALSE,,20086,902120
1910000,0.000211723,0.474747475,0.000208398,0.000208398,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_003058165.1 Paenisporosarcina sp. OV554 strain=OV554, ASM305816v1",d1beafa5dd7d95b6c7001bcf95123b22,0.482323232,1880000,77,8818460000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.668400278,0.965874868,0.817137573,0.965874868,FALSE,,20274,902120
2410000,0.000267148,0.179290508,0.000207289,0.000207289,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_019637155.1 Labilithrix sp., ASM1963715v1",42a7b83d11d945844542606b0910919c,0.231064238,1870000,78,8816590000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.675842297,0.932613202,0.804227749,0.932613202,FALSE,,20461,902120
1860000,0.000206181,0.934673367,0.000206181,0.000206181,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_014523685.1 Nitrososphaerales archaeon TH5893 strain=TH5893, ASM1452368v1",69887f53838010080b53600a537c16c4,0.934673367,1860000,79,8814730000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.667556502,0.996788114,0.832172308,0.996788114,FALSE,,20647,902120
2600000,0.00028821,0.159383033,0.000206181,0.000206181,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_011764425.1 Phytohabitans houttuyneae strain=NBRC 108639, ASM1176442v1",17ee7202fa74436cdb974babc7123dd4,0.222793488,1860000,80,8812870000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.678288909,0.930995834,0.804642372,0.930995834,FALSE,,20833,902120
1910000,0.000211723,0.397849462,0.000205072,0.000205072,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_001598475.1 Pantoea agglomerans NBRC 102470 strain=NBRC 102470, ASM159847v1",a4190c002d34873d0284455ee4449e9f,0.410752688,1850000,81,8811020000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.668400278,0.958515339,0.813457809,0.958515339,FALSE,,21018,902120
2430000,0.000269365,0.17037037,0.000203964,0.000203964,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_009498035.1 Saccharothrix syringae strain=NRRL B-16468, ASM949803v1",4f4b06513da296e7bbfab59a7f6aa513,0.225,1840000,82,8809180000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.676108326,0.931432845,0.803770585,0.931432845,FALSE,,21202,902120
2480000,0.000274908,0.214369847,0.000201747,0.000201747,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_000718025.1 Kitasatospora purpeofusca strain=NRRL B-1817, ASM71802v1",7652207a9215247b09f5b3d356548828,0.292108363,1820000,83,8807360000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.676764382,0.94308256,0.809923471,0.94308256,FALSE,,21384,902120
2700000,0.000299295,0.152871622,0.000200638,0.000200638,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_019904175.1 Dactylosporangium vinaceum strain=NRRL B-16297, ASM1990417v1",09aa178dbfb44dda79d5f0ef125667c7,0.228040541,1810000,84,8805550000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.679508998,0.9320284,0.805768699,0.9320284,FALSE,,21565,902120
1850000,0.000205072,0.285939968,0.000200638,0.000200638,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_900177675.1 Bacillus sp. OV166 strain=OV166, IMG-taxon 2716885053 annotated assembly",b6c6e7fe7c1a9778c0031a98268da358,0.292259084,1810000,85,8803740000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.667385157,0.943105726,0.805245442,0.943105726,FALSE,,21746,902120
1780000,0.000197313,0.676806084,0.000197313,0.000197313,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_014523515.1 Nitrososphaerales archaeon TH1177 strain=TH1177, ASM1452351v1",30684220c3eb1bb6fd4011f789d9ce3a,0.676806084,1780000,86,8801960000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.666160446,0.981582641,0.823871543,0.981582641,FALSE,,21924,902120
2760000,0.000305946,0.154648132,0.000197313,0.000197313,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_019510245.1 Streptomyces sp., ASM1951024v1",5407cf869f7985a35f0deb99ba22374e,0.239791486,1780000,87,8800180000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.680220554,0.934261117,0.807240836,0.934261117,FALSE,,22102,902120
1990000,0.000220591,0.261127596,0.000195096,0.000195096,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_001894805.1 Rhodococcus globerulus NBRC 14531 strain=NBRC 14531, ASM189480v1",30caa1d711214d9a821f21167fd18d7e,0.295252226,1760000,88,8798420000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.669707526,0.943563437,0.806635482,0.943563437,FALSE,,22278,902120
2370000,0.000262714,0.194660734,0.000193987,0.000193987,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_019637095.1 Sandaracinaceae bacterium, ASM1963709v1",83017a49d39d85e1d20851645a33655b,0.263626251,1750000,89,8796670000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.675303872,0.938486503,0.806895187,0.938486503,FALSE,,22453,902120
2330000,0.00025828,0.175879397,0.000193987,0.000193987,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_018829635.1 Actinoplanes bogorensis strain=NBRC 110975, ASM1882963v1",02750f5a9177b751f0547718c3ebf19f,0.234170854,1750000,90,8794920000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.674756722,0.933206498,0.80398161,0.933206498,FALSE,,22628,902120
2230000,0.000247195,0.163380282,0.000192879,0.000192879,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_900129675.1 Bradyrhizobium erythrophlei strain=GAS478, IMG-taxon 2698537050 annotated assembly",5692a71083b9c80ce70a151778d9d1ab,0.209389671,1740000,91,8793180000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.6733487,0.928249098,0.800798899,0.928249098,FALSE,,22802,902120
2490000,0.000276016,0.149266609,0.00019177,0.00019177,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_005887925.1 Deltaproteobacteria bacterium, ASM588792v1",2fe07b1eb91680ccc47b59bff1ccb25f,0.21484038,1730000,92,8791450000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.67689408,0.929385721,0.803139901,0.929385721,FALSE,,22975,902120
2090000,0.000231676,0.372844828,0.00019177,0.00019177,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_000382445.1 Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 strain=DSM 17679, Bact_mass_DSM_17679_V1",e484ddeab3d33670ab771930a89f8c94,0.450431034,1730000,93,8789720000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.671272942,0.962733557,0.817003249,0.962733557,FALSE,,23148,902120
2240000,0.000248304,0.350202429,0.00019177,0.00019177,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_019039255.1 Nocardioides sp. G188 strain=G188, ASM1903925v1",ec3bc78a053f7d470183bbdbac702c75,0.453441296,1730000,94,8787990000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.67349218,0.963038968,0.818265574,0.963038968,FALSE,,23321,902120
2010000,0.000222808,0.258258258,0.000190662,0.000190662,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCA_019745775.1 Xanthobacteraceae bacterium, ASM1974577v1",a89c30a9cb25b92f4219efb6a084db92,0.301801802,1720000,95,8786270000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.670026513,0.944549775,0.807288144,0.944549775,FALSE,,23493,902120
2060000,0.000228351,0.315018315,0.000190662,0.000190662,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_005049235.1 Rhodococcus oryzae strain=NEAU-CX67, ASM504923v1",747016105aab9db338f96393238ced8e,0.377289377,1720000,96,8784550000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.670810943,0.954644438,0.81272769,0.954644438,FALSE,,23665,902120
3020000,0.000334767,0.377483444,0.000189553,0.000189553,,,,/N/project/Lennon_Sequences/envs/dbs/gtdb-rs214-reps.k21.zip,"GCF_900102895.1 Arthrobacter sp. ov407 strain=OV407, IMG-taxon 2609459738 annotated assembly",b202d5a8a71aeeb566ecc771d4a46ed2,0.666666667,1710000,97,8782840000,/N/project/Lennon_Sequences/joyobri/sourmash_MAGs/0_1485453_R2_001.fastq,sample_name,236c046d,9021200000,21,DNA,10000,902120,FALSE,0.683142892,0.980877341,0.832010116,0.980877341,FALSE,,23836,902120
